,E1,v12,v13,E2,v21,v23,E3,v31,v32,G23,G31,G12,CTE_1,CTE_2,CTE_3
0,5.4097e+04,0.1408,0.4754,5.4097e+04,0.1408,0.4754,1.4924e+04,0.1311,0.1311,4.0707e+03,4.0707e+03,4.6511e+03,0.0000e+00,0.0000e+00,0.0000e+00
0,8.4662e+04,0.1296,0.3814,8.4662e+04,0.1296,0.3814,1.7475e+04,0.0787,0.0787,5.6754e+03,5.6754e+03,7.2010e+03,0.0000e+00,0.0000e+00,0.0000e+00
1,2.9682e+04,0.1715,0.5812,2.9682e+04,0.1715,0.5812,1.2681e+04,0.2483,0.2483,2.7846e+03,2.7846e+03,2.8818e+03,0.0000e+00,0.0000e+00,0.0000e+00
2,7.3959e+04,0.1431,0.3917,7.3959e+04,0.1431,0.3917,1.4550e+04,0.0771,0.0771,4.1476e+03,4.1476e+03,5.2333e+03,0.0000e+00,0.0000e+00,0.0000e+00
3,3.0396e+04,0.2804,0.5592,3.0396e+04,0.2804,0.5592,2.1164e+04,0.3894,0.3894,4.9180e+03,4.9180e+03,5.2208e+03,0.0000e+00,0.0000e+00,0.0000e+00
4,3.6908e+04,0.1201,0.3489,3.6908e+04,0.1201,0.3489,1.1753e+04,0.1111,0.1111,4.1564e+03,4.1564e+03,4.8160e+03,0.0000e+00,0.0000e+00,0.0000e+00
5,7.5399e+04,0.2026,0.5166,7.5399e+04,0.2026,0.5166,1.2618e+04,0.0864,0.0864,2.7715e+03,2.7715e+03,3.2297e+03,0.0000e+00,0.0000e+00,0.0000e+00
6,3.8810e+04,0.1343,0.4120,3.8810e+04,0.1343,0.4120,9.5602e+03,0.1015,0.1015,2.9824e+03,2.9824e+03,3.4695e+03,0.0000e+00,0.0000e+00,0.0000e+00
7,5.8280e+04,0.1602,0.6267,5.8280e+04,0.1602,0.6267,2.2344e+04,0.2403,0.2403,4.0850e+03,4.0850e+03,4.1856e+03,0.0000e+00,0.0000e+00,0.0000e+00
8,5.7185e+04,0.1235,0.3481,5.7185e+04,0.1235,0.3481,1.5773e+04,0.0960,0.0960,5.7308e+03,5.7308e+03,6.5845e+03,0.0000e+00,0.0000e+00,0.0000e+00
9,2.5209e+04,0.2017,0.4344,2.5209e+04,0.2017,0.4344,1.3897e+04,0.2395,0.2395,3.9681e+03,3.9681e+03,4.7504e+03,0.0000e+00,0.0000e+00,0.0000e+00
10,7.5655e+04,0.1666,0.3839,7.5655e+04,0.1666,0.3839,1.0537e+04,0.0535,0.0535,3.4700e+03,3.4700e+03,4.0215e+03,0.0000e+00,0.0000e+00,0.0000e+00
11,7.0399e+04,0.1538,0.4805,7.0399e+04,0.1538,0.4805,2.7395e+04,0.1870,0.1870,6.0157e+03,6.0157e+03,7.5460e+03,0.0000e+00,0.0000e+00,0.0000e+00
12,3.6020e+04,0.1685,0.4318,3.6020e+04,0.1685,0.4318,1.4887e+04,0.1785,0.1785,4.4897e+03,4.4897e+03,5.3656e+03,0.0000e+00,0.0000e+00,0.0000e+00
13,5.1207e+04,0.1991,0.6517,5.1207e+04,0.1991,0.6517,2.0810e+04,0.2649,0.2649,2.2424e+03,2.2424e+03,2.2237e+03,0.0000e+00,0.0000e+00,0.0000e+00
14,5.8655e+04,0.1900,0.4686,5.8655e+04,0.1900,0.4686,8.9828e+03,0.0718,0.0718,2.3494e+03,2.3494e+03,2.5745e+03,0.0000e+00,0.0000e+00,0.0000e+00
15,5.9665e+04,0.2447,0.6368,5.9665e+04,0.2447,0.6368,3.6082e+04,0.3851,0.3851,4.9014e+03,4.9014e+03,5.4995e+03,0.0000e+00,0.0000e+00,0.0000e+00
16,2.7178e+04,0.1637,0.3348,2.7178e+04,0.1637,0.3348,1.4942e+04,0.1841,0.1841,5.3152e+03,5.3152e+03,6.1158e+03,0.0000e+00,0.0000e+00,0.0000e+00
17,4.3179e+04,0.1568,0.5918,4.3179e+04,0.1568,0.5918,1.3973e+04,0.1915,0.1915,2.9431e+03,2.9431e+03,3.0580e+03,0.0000e+00,0.0000e+00,0.0000e+00
18,5.5845e+04,0.1186,0.3325,5.5845e+04,0.1186,0.3325,1.2403e+04,0.0738,0.0738,4.3484e+03,4.3484e+03,5.2749e+03,0.0000e+00,0.0000e+00,0.0000e+00
19,7.4486e+04,0.1496,0.5263,7.4486e+04,0.1496,0.5263,2.1721e+04,0.1535,0.1535,5.2975e+03,5.2975e+03,5.4889e+03,0.0000e+00,0.0000e+00,0.0000e+00
20,6.7637e+04,0.1276,0.4101,6.7637e+04,0.1276,0.4101,1.6127e+04,0.0978,0.0978,4.8751e+03,4.8751e+03,5.5244e+03,0.0000e+00,0.0000e+00,0.0000e+00
21,4.2093e+04,0.1943,0.5519,4.2093e+04,0.1943,0.5519,1.9870e+04,0.2605,0.2605,3.3629e+03,3.3629e+03,4.0254e+03,0.0000e+00,0.0000e+00,0.0000e+00
22,6.2015e+04,0.1537,0.3668,6.2015e+04,0.1537,0.3668,9.7724e+03,0.0578,0.0578,3.2370e+03,3.2370e+03,4.1390e+03,0.0000e+00,0.0000e+00,0.0000e+00
23,1.8182e+04,0.2652,0.4583,1.8182e+04,0.2652,0.4583,1.3112e+04,0.3305,0.3305,3.9093e+03,3.9093e+03,4.1658e+03,0.0000e+00,0.0000e+00,0.0000e+00
24,3.3388e+04,0.1642,0.4298,3.3388e+04,0.1642,0.4298,1.5427e+04,0.1986,0.1986,4.8742e+03,4.8742e+03,5.2704e+03,0.0000e+00,0.0000e+00,0.0000e+00
25,7.8811e+04,0.1771,0.6268,7.8811e+04,0.1771,0.6268,3.0537e+04,0.2429,0.2429,3.9190e+03,3.9190e+03,4.1627e+03,0.0000e+00,0.0000e+00,0.0000e+00
26,2.2803e+04,0.1491,0.3926,2.2803e+04,0.1491,0.3926,9.1413e+03,0.1574,0.1574,2.9835e+03,2.9835e+03,3.2493e+03,0.0000e+00,0.0000e+00,0.0000e+00
27,8.1630e+04,0.1641,0.5694,8.1630e+04,0.1641,0.5694,2.9391e+04,0.2050,0.2050,5.6095e+03,5.6095e+03,6.7045e+03,0.0000e+00,0.0000e+00,0.0000e+00
28,1.0479e+05,0.1531,0.3252,1.0479e+05,0.1531,0.3252,1.5152e+04,0.0470,0.0470,5.3067e+03,5.3067e+03,7.1324e+03,0.0000e+00,0.0000e+00,0.0000e+00
29,4.0115e+04,0.1521,0.4747,4.0115e+04,0.1521,0.4747,8.8439e+03,0.1046,0.1046,2.2328e+03,2.2328e+03,2.5218e+03,0.0000e+00,0.0000e+00,0.0000e+00
30,5.5243e+04,0.1716,0.4030,5.5243e+04,0.1716,0.4030,7.8256e+03,0.0571,0.0571,2.4530e+03,2.4530e+03,3.0114e+03,0.0000e+00,0.0000e+00,0.0000e+00
31,2.3360e+04,0.2305,0.5161,2.3360e+04,0.2305,0.5161,1.4999e+04,0.3314,0.3314,3.6971e+03,3.6971e+03,3.8974e+03,0.0000e+00,0.0000e+00,0.0000e+00
32,4.5759e+04,0.1240,0.3247,4.5759e+04,0.1240,0.3247,1.4512e+04,0.1030,0.1030,5.3972e+03,5.3972e+03,6.2293e+03,0.0000e+00,0.0000e+00,0.0000e+00
33,9.4186e+04,0.1771,0.4369,9.4186e+04,0.1771,0.4369,1.5667e+04,0.0727,0.0727,3.8862e+03,3.8862e+03,5.0535e+03,0.0000e+00,0.0000e+00,0.0000e+00
34,3.0893e+04,0.1288,0.3558,3.0893e+04,0.1288,0.3558,1.0364e+04,0.1194,0.1194,3.6603e+03,3.6603e+03,4.1813e+03,0.0000e+00,0.0000e+00,0.0000e+00
35,9.2258e+04,0.1474,0.4895,9.2258e+04,0.1474,0.4895,2.7973e+04,0.1484,0.1484,6.3672e+03,6.3672e+03,7.8562e+03,0.0000e+00,0.0000e+00,0.0000e+00
36,9.1890e+04,0.1567,0.4500,9.1890e+04,0.1567,0.4500,1.7284e+04,0.0846,0.0846,4.9893e+03,4.9893e+03,5.7833e+03,0.0000e+00,0.0000e+00,0.0000e+00
37,3.7953e+04,0.1723,0.6715,3.7953e+04,0.1723,0.6715,1.5879e+04,0.2809,0.2809,2.4071e+03,2.4071e+03,2.4630e+03,0.0000e+00,0.0000e+00,0.0000e+00
38,5.3227e+04,0.1456,0.3539,5.3227e+04,0.1456,0.3539,8.0605e+03,0.0536,0.0536,2.8332e+03,2.8332e+03,3.3223e+03,0.0000e+00,0.0000e+00,0.0000e+00
39,4.6812e+04,0.1671,0.4760,4.6812e+04,0.1671,0.4760,1.9277e+04,0.1960,0.1960,5.1024e+03,5.1024e+03,5.9255e+03,0.0000e+00,0.0000e+00,0.0000e+00
40,2.8297e+04,0.2131,0.3420,2.8297e+04,0.2131,0.3420,1.8373e+04,0.2221,0.2221,6.1578e+03,6.1578e+03,7.2222e+03,0.0000e+00,0.0000e+00,0.0000e+00
41,5.5116e+04,0.1766,0.6207,5.5116e+04,0.1766,0.6207,2.1475e+04,0.2419,0.2419,3.8056e+03,3.8056e+03,4.0644e+03,0.0000e+00,0.0000e+00,0.0000e+00
42,5.5033e+04,0.1314,0.4244,5.5033e+04,0.1314,0.4244,1.4058e+04,0.1084,0.1084,3.9020e+03,3.9020e+03,4.8730e+03,0.0000e+00,0.0000e+00,0.0000e+00
43,7.9959e+04,0.1868,0.6889,7.9959e+04,0.1868,0.6889,3.9970e+04,0.3444,0.3444,5.1629e+03,5.1629e+03,5.0013e+03,0.0000e+00,0.0000e+00,0.0000e+00
44,4.7719e+04,0.1210,0.3791,4.7719e+04,0.1210,0.3791,1.1948e+04,0.0949,0.0949,3.9449e+03,3.9449e+03,4.3015e+03,0.0000e+00,0.0000e+00,0.0000e+00
45,2.5595e+04,0.1699,0.5522,2.5595e+04,0.1699,0.5522,1.0390e+04,0.2242,0.2242,2.4241e+03,2.4241e+03,2.7102e+03,0.0000e+00,0.0000e+00,0.0000e+00
46,4.2427e+04,0.1452,0.3767,4.2427e+04,0.1452,0.3767,9.2873e+03,0.0825,0.0825,2.9327e+03,2.9327e+03,3.8567e+03,0.0000e+00,0.0000e+00,0.0000e+00
47,7.3945e+04,0.1606,0.5699,7.3944e+04,0.1606,0.5699,2.1839e+04,0.1683,0.1683,4.3716e+03,4.3716e+03,4.8529e+03,0.0000e+00,0.0000e+00,0.0000e+00
48,5.0851e+04,0.1444,0.4745,5.0851e+04,0.1444,0.4745,1.7351e+04,0.1619,0.1619,4.9063e+03,4.9063e+03,5.2237e+03,0.0000e+00,0.0000e+00,0.0000e+00
49,2.1399e+04,0.3184,0.5618,2.1399e+04,0.3184,0.5618,1.7515e+04,0.4598,0.4598,3.3873e+03,3.3873e+03,3.7542e+03,0.0000e+00,0.0000e+00,0.0000e+00
50,6.1117e+04,0.1523,0.4528,6.1117e+04,0.1523,0.4528,1.1815e+04,0.0875,0.0875,3.4837e+03,3.4837e+03,4.0329e+03,0.0000e+00,0.0000e+00,0.0000e+00
51,5.9092e+04,0.1980,0.5852,5.9092e+04,0.1980,0.5852,3.1497e+04,0.3119,0.3119,5.9679e+03,5.9679e+03,6.6388e+03,0.0000e+00,0.0000e+00,0.0000e+00
52,3.5018e+04,0.1522,0.3196,3.5018e+04,0.1522,0.3196,1.5250e+04,0.1392,0.1392,5.4255e+03,5.4255e+03,6.6323e+03,0.0000e+00,0.0000e+00,0.0000e+00
53,5.4327e+04,0.1608,0.5073,5.4327e+04,0.1608,0.5073,1.2215e+04,0.1141,0.1141,2.7940e+03,2.7940e+03,3.0904e+03,0.0000e+00,0.0000e+00,0.0000e+00
54,1.8844e+04,0.1514,0.4215,1.8844e+04,0.1514,0.4215,8.2432e+03,0.1844,0.1844,2.5333e+03,2.5333e+03,2.8319e+03,0.0000e+00,0.0000e+00,0.0000e+00
55,8.6444e+04,0.2112,0.5990,8.6444e+04,0.2112,0.5990,4.1893e+04,0.2903,0.2903,5.3955e+03,5.3955e+03,6.3119e+03,0.0000e+00,0.0000e+00,0.0000e+00
56,8.8408e+04,0.1228,0.3462,8.8408e+04,0.1228,0.3462,1.8342e+04,0.0718,0.0718,6.1355e+03,6.1355e+03,7.4330e+03,0.0000e+00,0.0000e+00,0.0000e+00
57,3.3718e+04,0.1595,0.5432,3.3718e+04,0.1595,0.5432,1.3523e+04,0.2179,0.2179,3.2140e+03,3.2140e+03,3.3135e+03,0.0000e+00,0.0000e+00,0.0000e+00
58,6.4425e+04,0.1454,0.3466,6.4425e+04,0.1454,0.3466,9.4406e+03,0.0508,0.0508,3.4135e+03,3.4135e+03,4.1322e+03,0.0000e+00,0.0000e+00,0.0000e+00
59,2.4966e+04,0.2033,0.4782,2.4966e+04,0.2033,0.4782,1.3597e+04,0.2604,0.2604,4.1058e+03,4.1058e+03,4.3011e+03,0.0000e+00,0.0000e+00,0.0000e+00
60,4.0496e+04,0.1225,0.3996,4.0496e+04,0.1225,0.3996,1.1900e+04,0.1174,0.1174,3.7774e+03,3.7774e+03,4.0812e+03,0.0000e+00,0.0000e+00,0.0000e+00
61,8.4924e+04,0.2343,0.5524,8.4924e+04,0.2343,0.5524,1.6001e+04,0.1041,0.1041,2.4686e+03,2.4686e+03,2.9423e+03,0.0000e+00,0.0000e+00,0.0000e+00
62,3.5941e+04,0.1509,0.4467,3.5941e+04,0.1509,0.4467,7.4178e+03,0.0922,0.0922,2.0807e+03,2.0807e+03,2.2626e+03,0.0000e+00,0.0000e+00,0.0000e+00
63,9.9193e+04,0.1820,0.6177,9.9193e+04,0.1820,0.6177,3.5855e+04,0.2233,0.2233,4.5929e+03,4.5929e+03,5.1891e+03,0.0000e+00,0.0000e+00,0.0000e+00
64,8.9677e+04,0.1318,0.3474,8.9677e+04,0.1318,0.3474,1.8342e+04,0.0711,0.0711,6.1939e+03,6.1939e+03,8.1915e+03,0.0000e+00,0.0000e+00,0.0000e+00
65,2.9928e+04,0.1547,0.5007,2.9928e+04,0.1547,0.5007,1.2561e+04,0.2101,0.2101,3.0795e+03,3.0795e+03,3.4288e+03,0.0000e+00,0.0000e+00,0.0000e+00
66,8.7068e+04,0.1555,0.3498,8.7068e+04,0.1555,0.3498,1.2201e+04,0.0490,0.0490,4.3997e+03,4.3997e+03,5.7081e+03,0.0000e+00,0.0000e+00,0.0000e+00
67,4.1879e+04,0.1618,0.4637,4.1879e+04,0.1618,0.4637,1.8261e+04,0.2022,0.2022,5.2047e+03,5.2047e+03,5.8212e+03,0.0000e+00,0.0000e+00,0.0000e+00
68,1.8861e+04,0.1971,0.3654,1.8861e+04,0.1971,0.3654,1.1268e+04,0.2183,0.2183,3.9719e+03,3.9719e+03,4.2772e+03,0.0000e+00,0.0000e+00,0.0000e+00
69,5.7056e+04,0.1697,0.5639,5.7056e+04,0.1697,0.5639,1.5801e+04,0.1561,0.1561,2.7992e+03,2.7992e+03,3.0927e+03,0.0000e+00,0.0000e+00,0.0000e+00
70,2.6614e+04,0.1322,0.3585,2.6614e+04,0.1322,0.3585,9.2249e+03,0.1242,0.1242,3.1147e+03,3.1147e+03,3.7094e+03,0.0000e+00,0.0000e+00,0.0000e+00
71,5.4247e+04,0.1621,0.5777,5.4247e+04,0.1621,0.5777,1.9727e+04,0.2101,0.2101,4.3377e+03,4.3377e+03,4.4442e+03,0.0000e+00,0.0000e+00,0.0000e+00
72,8.1435e+04,0.1365,0.4562,8.1435e+04,0.1365,0.4562,2.0784e+04,0.1164,0.1164,5.7404e+03,5.7404e+03,6.4519e+03,0.0000e+00,0.0000e+00,0.0000e+00
73,6.7049e+04,0.2369,0.6067,6.7049e+04,0.2369,0.6067,3.8718e+04,0.3504,0.3504,4.5787e+03,4.5787e+03,5.2660e+03,0.0000e+00,0.0000e+00,0.0000e+00
74,4.5676e+04,0.1321,0.4218,4.5676e+04,0.1321,0.4218,1.0707e+04,0.0989,0.0989,3.2554e+03,3.2554e+03,3.6034e+03,0.0000e+00,0.0000e+00,0.0000e+00
75,2.2795e+04,0.3419,0.4938,2.2795e+04,0.3419,0.4938,1.8309e+04,0.3966,0.3966,4.9675e+03,4.9675e+03,5.4942e+03,0.0000e+00,0.0000e+00,0.0000e+00
76,3.7995e+04,0.1128,0.3213,3.7995e+04,0.1128,0.3213,1.2654e+04,0.1070,0.1070,4.6022e+03,4.6022e+03,5.4764e+03,0.0000e+00,0.0000e+00,0.0000e+00
77,4.5788e+04,0.1752,0.5317,4.5788e+04,0.1752,0.5317,9.0782e+03,0.1054,0.1054,2.1184e+03,2.1184e+03,2.2267e+03,0.0000e+00,0.0000e+00,0.0000e+00
78,5.7560e+04,0.1619,0.3747,5.7560e+04,0.1619,0.3747,7.8286e+03,0.0510,0.0510,2.7201e+03,2.7201e+03,3.1968e+03,0.0000e+00,0.0000e+00,0.0000e+00
79,3.8647e+04,0.1780,0.4374,3.8647e+04,0.1780,0.4374,1.9348e+04,0.2190,0.2190,4.8961e+03,4.8961e+03,5.9029e+03,0.0000e+00,0.0000e+00,0.0000e+00
80,5.9660e+04,0.1494,0.4274,5.9660e+04,0.1494,0.4274,1.9166e+04,0.1373,0.1373,5.9651e+03,5.9651e+03,7.3839e+03,0.0000e+00,0.0000e+00,0.0000e+00
81,6.8309e+04,0.1800,0.6386,6.8309e+04,0.1800,0.6386,2.2963e+04,0.2147,0.2147,3.3085e+03,3.3085e+03,3.3036e+03,0.0000e+00,0.0000e+00,0.0000e+00
82,2.0922e+04,0.2144,0.4153,2.0922e+04,0.2144,0.4153,1.2506e+04,0.2482,0.2482,3.9109e+03,3.9109e+03,4.4495e+03,0.0000e+00,0.0000e+00,0.0000e+00
83,5.6678e+04,0.2254,0.6776,5.6678e+04,0.2254,0.6776,3.7007e+04,0.4425,0.4425,5.2029e+03,5.2029e+03,5.5007e+03,0.0000e+00,0.0000e+00,0.0000e+00
84,7.0615e+04,0.1342,0.4022,7.0615e+04,0.1342,0.4022,1.5254e+04,0.0869,0.0869,4.9526e+03,4.9526e+03,5.6341e+03,0.0000e+00,0.0000e+00,0.0000e+00
85,4.6265e+04,0.1613,0.5165,4.6265e+04,0.1613,0.5165,1.7326e+04,0.1934,0.1934,3.4229e+03,3.4229e+03,4.1181e+03,0.0000e+00,0.0000e+00,0.0000e+00
86,9.7858e+04,0.1982,0.3714,9.7858e+04,0.1982,0.3714,1.1440e+04,0.0434,0.0434,3.4175e+03,3.4175e+03,4.5431e+03,0.0000e+00,0.0000e+00,0.0000e+00
87,5.3831e+04,0.1722,0.5990,5.3831e+04,0.1722,0.5990,2.3154e+04,0.2576,0.2576,4.5357e+03,4.5357e+03,4.8962e+03,0.0000e+00,0.0000e+00,0.0000e+00
88,3.1374e+04,0.1307,0.3084,3.1374e+04,0.1307,0.3084,1.4416e+04,0.1417,0.1417,5.3460e+03,5.3460e+03,5.6916e+03,0.0000e+00,0.0000e+00,0.0000e+00
89,7.6627e+04,0.1623,0.4945,7.6627e+04,0.1623,0.4945,1.6619e+04,0.1073,0.1073,4.1048e+03,4.1048e+03,4.9646e+03,0.0000e+00,0.0000e+00,0.0000e+00
90,3.0442e+04,0.1157,0.3699,3.0442e+04,0.1157,0.3699,8.6533e+03,0.1051,0.1051,2.9577e+03,2.9577e+03,3.1924e+03,0.0000e+00,0.0000e+00,0.0000e+00
91,8.7000e+04,0.1597,0.5427,8.7000e+04,0.1597,0.5427,2.4900e+04,0.1553,0.1553,5.4094e+03,5.4094e+03,6.0801e+03,0.0000e+00,0.0000e+00,0.0000e+00
92,7.3975e+04,0.1418,0.4296,7.3975e+04,0.1418,0.4296,1.7272e+04,0.1003,0.1003,4.8444e+03,4.8444e+03,6.1091e+03,0.0000e+00,0.0000e+00,0.0000e+00
93,1.9957e+04,0.2307,0.6486,1.9957e+04,0.2307,0.6486,1.1738e+04,0.3815,0.3815,2.1146e+03,2.1146e+03,2.1631e+03,0.0000e+00,0.0000e+00,0.0000e+00
94,6.9503e+04,0.2096,0.3754,6.9503e+04,0.2096,0.3754,7.0368e+03,0.0380,0.0380,2.4061e+03,2.4061e+03,2.8286e+03,0.0000e+00,0.0000e+00,0.0000e+00
95,3.6442e+04,0.1625,0.5393,3.6442e+04,0.1625,0.5393,1.4130e+04,0.2091,0.2091,3.4904e+03,3.4904e+03,3.7186e+03,0.0000e+00,0.0000e+00,0.0000e+00
96,2.9196e+04,0.1591,0.3980,2.9196e+04,0.1591,0.3980,1.4650e+04,0.1997,0.1997,4.7041e+03,4.7041e+03,5.0360e+03,0.0000e+00,0.0000e+00,0.0000e+00
97,7.6130e+04,0.1827,0.6209,7.6130e+04,0.1827,0.6209,2.6306e+04,0.2146,0.2146,3.6248e+03,3.6248e+03,4.2201e+03,0.0000e+00,0.0000e+00,0.0000e+00
98,3.6346e+04,0.1270,0.3877,3.6346e+04,0.1270,0.3877,1.1066e+04,0.1180,0.1180,3.6335e+03,3.6335e+03,4.1200e+03,0.0000e+00,0.0000e+00,0.0000e+00
99,1.0511e+05,0.1794,0.5410,1.0511e+05,0.1794,0.5410,3.5082e+04,0.1806,0.1806,6.5408e+03,6.5408e+03,7.9913e+03,0.0000e+00,0.0000e+00,0.0000e+00
100,6.3436e+04,0.1122,0.3120,6.3436e+04,0.1122,0.3120,1.4117e+04,0.0694,0.0694,5.2119e+03,5.2119e+03,6.3433e+03,0.0000e+00,0.0000e+00,0.0000e+00
101,1.4955e+04,0.1954,0.4564,1.4955e+04,0.1954,0.4564,7.7348e+03,0.2361,0.2361,2.3312e+03,2.3312e+03,2.6271e+03,0.0000e+00,0.0000e+00,0.0000e+00
102,4.9057e+04,0.1578,0.4857,4.9057e+04,0.1578,0.4857,9.6731e+03,0.0958,0.0958,2.6521e+03,2.6521e+03,2.8664e+03,0.0000e+00,0.0000e+00,0.0000e+00
103,4.1297e+04,0.2446,0.6178,4.1297e+04,0.2446,0.6178,2.6961e+04,0.4033,0.4033,4.7646e+03,4.7646e+03,4.9543e+03,0.0000e+00,0.0000e+00,0.0000e+00
104,6.9911e+04,0.1321,0.3641,6.9911e+04,0.1321,0.3641,2.0044e+04,0.1044,0.1044,6.7454e+03,6.7454e+03,8.5260e+03,0.0000e+00,0.0000e+00,0.0000e+00
105,7.7113e+04,0.1690,0.5455,7.7113e+04,0.1690,0.5455,1.8709e+04,0.1324,0.1324,3.7781e+03,3.7781e+03,4.1655e+03,0.0000e+00,0.0000e+00,0.0000e+00
106,3.0598e+04,0.1469,0.3230,3.0598e+04,0.1469,0.3230,1.1246e+04,0.1187,0.1187,4.0536e+03,4.0536e+03,5.1622e+03,0.0000e+00,0.0000e+00,0.0000e+00
107,6.5634e+04,0.1432,0.4862,6.5634e+04,0.1432,0.4862,2.1034e+04,0.1558,0.1558,5.3575e+03,5.3575e+03,6.0214e+03,0.0000e+00,0.0000e+00,0.0000e+00
108,5.9973e+04,0.1361,0.4138,5.9973e+04,0.1361,0.4138,1.3675e+04,0.0944,0.0944,4.0729e+03,4.0729e+03,4.3874e+03,0.0000e+00,0.0000e+00,0.0000e+00
109,4.6582e+04,0.1616,0.5733,4.6582e+04,0.1616,0.5733,1.6267e+04,0.2002,0.2002,2.7077e+03,2.7077e+03,3.1406e+03,0.0000e+00,0.0000e+00,0.0000e+00
110,3.3552e+04,0.1276,0.3982,3.3552e+04,0.1276,0.3982,8.7586e+03,0.1039,0.1039,2.6561e+03,2.6561e+03,3.3316e+03,0.0000e+00,0.0000e+00,0.0000e+00
111,6.2775e+04,0.1723,0.6390,6.2775e+04,0.1723,0.6390,2.4359e+04,0.2479,0.2479,4.0285e+03,4.0285e+03,4.1901e+03,0.0000e+00,0.0000e+00,0.0000e+00
112,6.5051e+04,0.1207,0.3605,6.5051e+04,0.1207,0.3605,1.3790e+04,0.0764,0.0764,4.8508e+03,4.8508e+03,5.2503e+03,0.0000e+00,0.0000e+00,0.0000e+00
113,5.0637e+04,0.1553,0.5253,5.0637e+04,0.1553,0.5253,1.3938e+04,0.1446,0.1446,3.4093e+03,3.4093e+03,3.9453e+03,0.0000e+00,0.0000e+00,0.0000e+00
114,4.7325e+04,0.1215,0.3780,4.7325e+04,0.1215,0.3780,1.1101e+04,0.0887,0.0887,3.6059e+03,3.6059e+03,3.8258e+03,0.0000e+00,0.0000e+00,0.0000e+00
115,3.0533e+04,0.2614,0.4820,3.0533e+04,0.2614,0.4820,2.0626e+04,0.3256,0.3256,5.5367e+03,5.5367e+03,6.1821e+03,0.0000e+00,0.0000e+00,0.0000e+00
116,5.6074e+04,0.1451,0.4125,5.6074e+04,0.1451,0.4125,1.9990e+04,0.1471,0.1471,5.4736e+03,5.4736e+03,6.8613e+03,0.0000e+00,0.0000e+00,0.0000e+00
117,7.1344e+04,0.2074,0.6920,7.1344e+04,0.2074,0.6920,3.2198e+04,0.3123,0.3123,2.9255e+03,2.9255e+03,2.9353e+03,0.0000e+00,0.0000e+00,0.0000e+00
118,3.8748e+04,0.1248,0.3394,3.8748e+04,0.1248,0.3394,7.3859e+03,0.0647,0.0647,2.6735e+03,2.6735e+03,3.0722e+03,0.0000e+00,0.0000e+00,0.0000e+00
