,E1,v12,v13,E2,v21,v23,E3,v31,v32,G23,G31,G12,CTE_1,CTE_2,CTE_3
119,1.0117e+05,0.1519,0.4360,1.0117e+05,0.1519,0.4360,2.1668e+04,0.0934,0.0934,5.2660e+03,5.2660e+03,6.5501e+03,0.0000e+00,0.0000e+00,0.0000e+00
120,7.3679e+04,0.1341,0.4053,7.3679e+04,0.1341,0.4053,1.8589e+04,0.1023,0.1023,5.9293e+03,5.9293e+03,7.0956e+03,0.0000e+00,0.0000e+00,0.0000e+00
121,2.2385e+04,0.2062,0.5720,2.2385e+04,0.2062,0.5720,1.2701e+04,0.3245,0.3245,3.0060e+03,3.0060e+03,3.1636e+03,0.0000e+00,0.0000e+00,0.0000e+00
122,7.7315e+04,0.1702,0.4463,7.7315e+04,0.1702,0.4463,1.2353e+04,0.0713,0.0713,3.4934e+03,3.4934e+03,4.4007e+03,0.0000e+00,0.0000e+00,0.0000e+00
123,3.7846e+04,0.2352,0.6008,3.7846e+04,0.2352,0.6008,2.4293e+04,0.3856,0.3856,4.5330e+03,4.5330e+03,4.6431e+03,0.0000e+00,0.0000e+00,0.0000e+00
124,1.8076e+04,0.2019,0.3373,1.8076e+04,0.2019,0.3373,1.0640e+04,0.1986,0.1986,3.9239e+03,3.9239e+03,4.3889e+03,0.0000e+00,0.0000e+00,0.0000e+00
125,6.3742e+04,0.1821,0.4713,6.3742e+04,0.1821,0.4713,1.2912e+04,0.0955,0.0955,2.5823e+03,2.5823e+03,3.3018e+03,0.0000e+00,0.0000e+00,0.0000e+00
126,6.0042e+04,0.2028,0.4346,6.0042e+04,0.2028,0.4346,7.4824e+03,0.0542,0.0542,2.2144e+03,2.2144e+03,2.5424e+03,0.0000e+00,0.0000e+00,0.0000e+00
127,5.5329e+04,0.1980,0.5308,5.5329e+04,0.1980,0.5308,2.7151e+04,0.2605,0.2605,4.7441e+03,4.7441e+03,5.7999e+03,0.0000e+00,0.0000e+00,0.0000e+00
128,2.2841e+04,0.1957,0.3073,2.2841e+04,0.1957,0.3073,1.3754e+04,0.1850,0.1850,5.1630e+03,5.1630e+03,5.9549e+03,0.0000e+00,0.0000e+00,0.0000e+00
129,4.4408e+04,0.1477,0.4927,4.4408e+04,0.1477,0.4927,1.2202e+04,0.1354,0.1354,2.9034e+03,2.9034e+03,3.1160e+03,0.0000e+00,0.0000e+00,0.0000e+00
130,4.8293e+04,0.1309,0.3858,4.8293e+04,0.1309,0.3858,1.1527e+04,0.0921,0.0921,3.8438e+03,3.8438e+03,4.4956e+03,0.0000e+00,0.0000e+00,0.0000e+00
131,5.8698e+04,0.1532,0.5817,5.8698e+04,0.1532,0.5817,2.0845e+04,0.2066,0.2066,4.5804e+03,4.5804e+03,4.7899e+03,0.0000e+00,0.0000e+00,0.0000e+00
132,6.0277e+04,0.1405,0.4650,6.0277e+04,0.1405,0.4650,1.5726e+04,0.1213,0.1213,4.3882e+03,4.3882e+03,4.9609e+03,0.0000e+00,0.0000e+00,0.0000e+00
133,3.5816e+04,0.2134,0.6056,3.5816e+04,0.2134,0.6056,2.2016e+04,0.3722,0.3722,2.9588e+03,2.9588e+03,3.3880e+03,0.0000e+00,0.0000e+00,0.0000e+00
134,6.9442e+04,0.1450,0.3071,6.9442e+04,0.1450,0.3071,1.0124e+04,0.0448,0.0448,3.5802e+03,3.5802e+03,4.7086e+03,0.0000e+00,0.0000e+00,0.0000e+00
135,2.5252e+04,0.2121,0.4441,2.5252e+04,0.2121,0.4441,1.4460e+04,0.2543,0.2543,4.4398e+03,4.4398e+03,4.8766e+03,0.0000e+00,0.0000e+00,0.0000e+00
136,3.9126e+04,0.1292,0.3703,3.9126e+04,0.1292,0.3703,1.6050e+04,0.1519,0.1519,5.3137e+03,5.3137e+03,5.6298e+03,0.0000e+00,0.0000e+00,0.0000e+00
137,8.5237e+04,0.1746,0.5616,8.5237e+04,0.1746,0.5616,2.3253e+04,0.1532,0.1532,4.1219e+03,4.1219e+03,4.6885e+03,0.0000e+00,0.0000e+00,0.0000e+00
138,2.4300e+04,0.1406,0.4355,2.4300e+04,0.1406,0.4355,9.4177e+03,0.1688,0.1688,2.9157e+03,2.9157e+03,3.1156e+03,0.0000e+00,0.0000e+00,0.0000e+00
139,8.0222e+04,0.1870,0.6452,8.0222e+04,0.1870,0.6452,3.5343e+04,0.2843,0.2843,5.4577e+03,5.4577e+03,5.9608e+03,0.0000e+00,0.0000e+00,0.0000e+00
140,9.9611e+04,0.1474,0.3489,9.9611e+04,0.1474,0.3489,1.4923e+04,0.0523,0.0523,5.0658e+03,5.0658e+03,6.4993e+03,0.0000e+00,0.0000e+00,0.0000e+00
141,4.0410e+04,0.1614,0.5432,4.0410e+04,0.1614,0.5432,1.0052e+04,0.1351,0.1351,2.2324e+03,2.2324e+03,2.4057e+03,0.0000e+00,0.0000e+00,0.0000e+00
142,1.5881e+04,0.1393,0.3543,1.5881e+04,0.1393,0.3543,6.6926e+03,0.1493,0.1493,2.3568e+03,2.3568e+03,2.5462e+03,0.0000e+00,0.0000e+00,0.0000e+00
143,7.0284e+04,0.1463,0.5140,7.0284e+04,0.1463,0.5140,2.1935e+04,0.1604,0.1604,4.8646e+03,4.8646e+03,5.9288e+03,0.0000e+00,0.0000e+00,0.0000e+00
144,1.0520e+05,0.1534,0.4210,1.0520e+05,0.1534,0.4210,2.3910e+04,0.0957,0.0957,6.5358e+03,6.5358e+03,8.5141e+03,0.0000e+00,0.0000e+00,0.0000e+00
145,4.3021e+04,0.1920,0.6451,4.3021e+04,0.1920,0.6451,2.2715e+04,0.3406,0.3406,3.5056e+03,3.5056e+03,3.7130e+03,0.0000e+00,0.0000e+00,0.0000e+00
146,8.1005e+04,0.1482,0.3960,8.1005e+04,0.1482,0.3960,1.5354e+04,0.0751,0.0751,4.6505e+03,4.6505e+03,5.8858e+03,0.0000e+00,0.0000e+00,0.0000e+00
147,3.5976e+04,0.2300,0.5397,3.5976e+04,0.2300,0.5397,2.2530e+04,0.3380,0.3380,5.3647e+03,5.3647e+03,5.7794e+03,0.0000e+00,0.0000e+00,0.0000e+00
148,4.1574e+04,0.1255,0.3435,4.1574e+04,0.1255,0.3435,1.2502e+04,0.1033,0.1033,4.5845e+03,4.5845e+03,5.3138e+03,0.0000e+00,0.0000e+00,0.0000e+00
149,8.1947e+04,0.1896,0.4799,8.1947e+04,0.1896,0.4799,1.3293e+04,0.0778,0.0778,3.2168e+03,3.2168e+03,3.7881e+03,0.0000e+00,0.0000e+00,0.0000e+00
150,3.7137e+04,0.1349,0.4428,3.7137e+04,0.1349,0.4428,1.0875e+04,0.1297,0.1297,2.9637e+03,2.9637e+03,3.5965e+03,0.0000e+00,0.0000e+00,0.0000e+00
151,6.5295e+04,0.2052,0.7072,6.5295e+04,0.2052,0.7072,3.7049e+04,0.4013,0.4013,4.3631e+03,4.3631e+03,4.1208e+03,0.0000e+00,0.0000e+00,0.0000e+00
152,5.7494e+04,0.1248,0.3755,5.7494e+04,0.1248,0.3755,1.7394e+04,0.1136,0.1136,5.7572e+03,5.7572e+03,6.6141e+03,0.0000e+00,0.0000e+00,0.0000e+00
153,2.0308e+04,0.2961,0.4726,2.0308e+04,0.2961,0.4726,1.4237e+04,0.3313,0.3313,3.7784e+03,3.7784e+03,4.3911e+03,0.0000e+00,0.0000e+00,0.0000e+00
154,6.4639e+04,0.1525,0.3550,6.4639e+04,0.1525,0.3550,9.3572e+03,0.0514,0.0514,3.2144e+03,3.2144e+03,3.6015e+03,0.0000e+00,0.0000e+00,0.0000e+00
155,5.9539e+04,0.1618,0.4823,5.9539e+04,0.1618,0.4823,2.2824e+04,0.1849,0.1849,5.6820e+03,5.6820e+03,6.9655e+03,0.0000e+00,0.0000e+00,0.0000e+00
156,2.8482e+04,0.1563,0.3887,2.8482e+04,0.1563,0.3887,1.3224e+04,0.1805,0.1805,4.2449e+03,4.2449e+03,4.8569e+03,0.0000e+00,0.0000e+00,0.0000e+00
157,4.0641e+04,0.1824,0.6622,4.0641e+04,0.1824,0.6622,1.3358e+04,0.2177,0.2177,1.9626e+03,1.9626e+03,1.9779e+03,0.0000e+00,0.0000e+00,0.0000e+00
158,4.2715e+04,0.1297,0.3366,4.2715e+04,0.1297,0.3366,7.6462e+03,0.0602,0.0602,2.7238e+03,2.7238e+03,3.4905e+03,0.0000e+00,0.0000e+00,0.0000e+00
159,6.5446e+04,0.1541,0.5203,6.5446e+04,0.1541,0.5203,1.6060e+04,0.1277,0.1277,3.9692e+03,3.9692e+03,4.1878e+03,0.0000e+00,0.0000e+00,0.0000e+00
160,4.5694e+04,0.1259,0.4071,4.5694e+04,0.1259,0.4071,1.4506e+04,0.1292,0.1292,4.5349e+03,4.5349e+03,4.9231e+03,0.0000e+00,0.0000e+00,0.0000e+00
161,2.2865e+04,0.2310,0.5613,2.2865e+04,0.2310,0.5613,1.3550e+04,0.3326,0.3326,3.1351e+03,3.1351e+03,3.4190e+03,0.0000e+00,0.0000e+00,0.0000e+00
162,6.3853e+04,0.1561,0.4667,6.3853e+04,0.1561,0.4667,1.2418e+04,0.0908,0.0908,3.3875e+03,3.3875e+03,3.9092e+03,0.0000e+00,0.0000e+00,0.0000e+00
163,6.9133e+04,0.2296,0.6267,6.9133e+04,0.2296,0.6267,4.0045e+04,0.3630,0.3630,6.0566e+03,6.0566e+03,6.5534e+03,0.0000e+00,0.0000e+00,0.0000e+00
164,4.2417e+04,0.1238,0.3161,4.2417e+04,0.1238,0.3161,1.6390e+04,0.1221,0.1221,5.4902e+03,5.4902e+03,6.9153e+03,0.0000e+00,0.0000e+00,0.0000e+00
165,5.7866e+04,0.1755,0.5500,5.7866e+04,0.1755,0.5500,1.3412e+04,0.1275,0.1275,2.7173e+03,2.7173e+03,2.9703e+03,0.0000e+00,0.0000e+00,0.0000e+00
166,1.4623e+04,0.1916,0.3643,1.4623e+04,0.1916,0.3643,8.0599e+03,0.2008,0.2008,2.8301e+03,2.8301e+03,3.1517e+03,0.0000e+00,0.0000e+00,0.0000e+00
167,7.2928e+04,0.1629,0.5355,7.2928e+04,0.1629,0.5355,2.7831e+04,0.2043,0.2043,5.5527e+03,5.5527e+03,6.7202e+03,0.0000e+00,0.0000e+00,0.0000e+00
168,8.1650e+04,0.1185,0.3253,8.1650e+04,0.1185,0.3253,1.7798e+04,0.0709,0.0709,6.5632e+03,6.5632e+03,7.7544e+03,0.0000e+00,0.0000e+00,0.0000e+00
169,2.9346e+04,0.1476,0.4661,2.9346e+04,0.1476,0.4661,1.2184e+04,0.1935,0.1935,3.4882e+03,3.4882e+03,3.7627e+03,0.0000e+00,0.0000e+00,0.0000e+00
170,6.8848e+04,0.1453,0.3761,6.8848e+04,0.1453,0.3761,1.1690e+04,0.0639,0.0639,4.0170e+03,4.0170e+03,5.0084e+03,0.0000e+00,0.0000e+00,0.0000e+00
171,2.7785e+04,0.2230,0.4684,2.7785e+04,0.2230,0.4684,1.7109e+04,0.2884,0.2884,4.8058e+03,4.8058e+03,5.1174e+03,0.0000e+00,0.0000e+00,0.0000e+00
172,4.6993e+04,0.1394,0.4284,4.6993e+04,0.1394,0.4284,1.4836e+04,0.1352,0.1352,4.5094e+03,4.5094e+03,5.1356e+03,0.0000e+00,0.0000e+00,0.0000e+00
173,9.7440e+04,0.2064,0.5552,9.7440e+04,0.2064,0.5552,2.6194e+04,0.1493,0.1493,3.1362e+03,3.1362e+03,3.7982e+03,0.0000e+00,0.0000e+00,0.0000e+00
174,5.1858e+04,0.1564,0.4323,5.1858e+04,0.1564,0.4323,9.0386e+03,0.0753,0.0753,2.5604e+03,2.5604e+03,3.0323e+03,0.0000e+00,0.0000e+00,0.0000e+00
175,1.8147e+04,0.3135,0.5682,1.8147e+04,0.3135,0.5682,1.3780e+04,0.4315,0.4315,3.5136e+03,3.5136e+03,3.5794e+03,0.0000e+00,0.0000e+00,0.0000e+00
176,3.8050e+04,0.1260,0.3459,3.8050e+04,0.1260,0.3459,1.4609e+04,0.1328,0.1328,5.1328e+03,5.1328e+03,5.6987e+03,0.0000e+00,0.0000e+00,0.0000e+00
177,8.4059e+04,0.1768,0.5254,8.4059e+04,0.1768,0.5254,1.8011e+04,0.1126,0.1126,3.8357e+03,3.8357e+03,4.6931e+03,0.0000e+00,0.0000e+00,0.0000e+00
178,2.8394e+04,0.1146,0.3063,2.8394e+04,0.1146,0.3063,1.0645e+04,0.1148,0.1148,3.9503e+03,3.9503e+03,4.4921e+03,0.0000e+00,0.0000e+00,0.0000e+00
179,9.1219e+04,0.1525,0.4508,9.1219e+04,0.1525,0.4508,2.6719e+04,0.1320,0.1320,6.7548e+03,6.7548e+03,8.4880e+03,0.0000e+00,0.0000e+00,0.0000e+00
180,9.2728e+04,0.1435,0.3938,9.2728e+04,0.1435,0.3938,1.7212e+04,0.0731,0.0731,5.3354e+03,5.3354e+03,6.4265e+03,0.0000e+00,0.0000e+00,0.0000e+00
181,4.8964e+03,0.4382,0.4382,4.8964e+03,0.4382,0.4382,4.8964e+03,0.4382,0.4382,1.7023e+03,1.7023e+03,1.7023e+03,0.0000e+00,0.0000e+00,0.0000e+00
182,5.4531e+04,0.1711,0.4115,5.4531e+04,0.1711,0.4115,7.7265e+03,0.0583,0.0583,2.4830e+03,2.4830e+03,2.8960e+03,0.0000e+00,0.0000e+00,0.0000e+00
183,5.1187e+04,0.1622,0.5312,5.1187e+04,0.1622,0.5312,2.1486e+04,0.2230,0.2230,4.7793e+03,4.7793e+03,5.4716e+03,0.0000e+00,0.0000e+00,0.0000e+00
184,3.4883e+04,0.2249,0.4160,3.4883e+04,0.2249,0.4160,1.9339e+04,0.2306,0.2306,5.8816e+03,5.8816e+03,6.9499e+03,0.0000e+00,0.0000e+00,0.0000e+00
185,5.5817e+04,0.1996,0.6874,5.5817e+04,0.1996,0.6874,2.9830e+04,0.3674,0.3674,3.4803e+03,3.4803e+03,3.3881e+03,0.0000e+00,0.0000e+00,0.0000e+00
186,6.5591e+04,0.1476,0.3906,6.5591e+04,0.1476,0.3906,1.3360e+04,0.0796,0.0796,3.8674e+03,3.8674e+03,5.0833e+03,0.0000e+00,0.0000e+00,0.0000e+00
187,9.3379e+04,0.1661,0.6115,9.3379e+04,0.1661,0.6115,3.2935e+04,0.2157,0.2157,5.2034e+03,5.2034e+03,5.6319e+03,0.0000e+00,0.0000e+00,0.0000e+00
188,5.9403e+04,0.1292,0.3671,5.9403e+04,0.1292,0.3671,1.1586e+04,0.0716,0.0716,4.0603e+03,4.0603e+03,4.4158e+03,0.0000e+00,0.0000e+00,0.0000e+00
189,3.4984e+04,0.1463,0.4940,3.4984e+04,0.1463,0.4940,9.8646e+03,0.1393,0.1393,2.4114e+03,2.4114e+03,2.9664e+03,0.0000e+00,0.0000e+00,0.0000e+00
190,5.0250e+04,0.1782,0.3867,5.0250e+04,0.1782,0.3867,6.5217e+03,0.0502,0.0502,2.1167e+03,2.1167e+03,2.2900e+03,0.0000e+00,0.0000e+00,0.0000e+00
191,4.1358e+04,0.1842,0.5268,4.1358e+04,0.1842,0.5268,1.8256e+04,0.2325,0.2325,4.3546e+03,4.3546e+03,5.2142e+03,0.0000e+00,0.0000e+00,0.0000e+00
192,5.5921e+04,0.1386,0.4521,5.5921e+04,0.1386,0.4521,1.7580e+04,0.1421,0.1421,5.1079e+03,5.1079e+03,5.8498e+03,0.0000e+00,0.0000e+00,0.0000e+00
193,5.9076e+04,0.2007,0.7006,5.9076e+04,0.2007,0.7006,2.4863e+04,0.2949,0.2949,2.6958e+03,2.6958e+03,2.6838e+03,0.0000e+00,0.0000e+00,0.0000e+00
194,2.5674e+04,0.1446,0.3720,2.5674e+04,0.1446,0.3720,1.1450e+04,0.1659,0.1659,3.7413e+03,3.7413e+03,4.3930e+03,0.0000e+00,0.0000e+00,0.0000e+00
195,5.4603e+04,0.1810,0.6218,5.4603e+04,0.1810,0.6218,2.4723e+04,0.2815,0.2815,4.7710e+03,4.7710e+03,5.2992e+03,0.0000e+00,0.0000e+00,0.0000e+00
196,7.2996e+04,0.1290,0.3460,7.2996e+04,0.1290,0.3460,1.3237e+04,0.0627,0.0627,4.6966e+03,4.6966e+03,5.3924e+03,0.0000e+00,0.0000e+00,0.0000e+00
197,4.9057e+04,0.1592,0.4813,4.9057e+04,0.1592,0.4813,1.2622e+04,0.1238,0.1238,3.0334e+03,3.0334e+03,3.7392e+03,0.0000e+00,0.0000e+00,0.0000e+00
198,8.9058e+04,0.1915,0.4222,8.9058e+04,0.1915,0.4222,1.1984e+04,0.0568,0.0568,3.3834e+03,3.3834e+03,4.3091e+03,0.0000e+00,0.0000e+00,0.0000e+00
199,4.9308e+04,0.1860,0.6205,4.9308e+04,0.1860,0.6205,2.5986e+04,0.3270,0.3270,4.5548e+03,4.5548e+03,4.8457e+03,0.0000e+00,0.0000e+00,0.0000e+00
200,2.6872e+04,0.1679,0.3380,2.6872e+04,0.1679,0.3380,1.4050e+04,0.1767,0.1767,5.1583e+03,5.1583e+03,5.5946e+03,0.0000e+00,0.0000e+00,0.0000e+00
201,6.8331e+04,0.1534,0.5126,6.8331e+04,0.1534,0.5126,1.7798e+04,0.1335,0.1335,4.0268e+03,4.0268e+03,4.5563e+03,0.0000e+00,0.0000e+00,0.0000e+00
202,3.1195e+04,0.1142,0.3190,3.1195e+04,0.1142,0.3190,9.1717e+03,0.0938,0.0938,3.3388e+03,3.3388e+03,3.6849e+03,0.0000e+00,0.0000e+00,0.0000e+00
203,8.8251e+04,0.1405,0.4550,8.8251e+04,0.1405,0.4550,2.2148e+04,0.1142,0.1142,5.7906e+03,5.7906e+03,7.0331e+03,0.0000e+00,0.0000e+00,0.0000e+00
204,7.3732e+04,0.1435,0.3904,7.3732e+04,0.1435,0.3904,1.6427e+04,0.0870,0.0870,5.2040e+03,5.2040e+03,6.8144e+03,0.0000e+00,0.0000e+00,0.0000e+00
205,1.6971e+04,0.2119,0.5334,1.6971e+04,0.2119,0.5334,9.5932e+03,0.3015,0.3015,2.2872e+03,2.2872e+03,2.4989e+03,0.0000e+00,0.0000e+00,0.0000e+00
206,3.0134e+04,0.1275,0.4167,3.0134e+04,0.1275,0.4167,7.1862e+03,0.0994,0.0994,2.2634e+03,2.2634e+03,2.4309e+03,0.0000e+00,0.0000e+00,0.0000e+00
207,8.5180e+04,0.1725,0.6009,8.5180e+04,0.1725,0.6009,2.5926e+04,0.1829,0.1829,4.6124e+03,4.6124e+03,5.1771e+03,0.0000e+00,0.0000e+00,0.0000e+00
208,7.8666e+04,0.1120,0.3128,7.8666e+04,0.1120,0.3128,1.7565e+04,0.0698,0.0698,6.3584e+03,6.3584e+03,8.1162e+03,0.0000e+00,0.0000e+00,0.0000e+00
209,2.3682e+04,0.1741,0.4723,2.3682e+04,0.1741,0.4723,1.1144e+04,0.2222,0.2222,3.1907e+03,3.1907e+03,3.4667e+03,0.0000e+00,0.0000e+00,0.0000e+00
210,8.8403e+04,0.1443,0.3469,8.8403e+04,0.1443,0.3469,1.4895e+04,0.0584,0.0584,4.8687e+03,4.8687e+03,6.3414e+03,0.0000e+00,0.0000e+00,0.0000e+00
211,3.9206e+04,0.2064,0.5189,3.9206e+04,0.2064,0.5189,2.0462e+04,0.2708,0.2708,5.4274e+03,5.4274e+03,5.8610e+03,0.0000e+00,0.0000e+00,0.0000e+00
212,1.6519e+04,0.2403,0.3749,1.6519e+04,0.2403,0.3749,1.2293e+04,0.2790,0.2790,4.1917e+03,4.1917e+03,4.3704e+03,0.0000e+00,0.0000e+00,0.0000e+00
213,6.0797e+04,0.1904,0.6381,6.0797e+04,0.1904,0.6381,2.5629e+04,0.2690,0.2690,3.2939e+03,3.2939e+03,3.5804e+03,0.0000e+00,0.0000e+00,0.0000e+00
214,2.9664e+04,0.1276,0.3547,2.9664e+04,0.1276,0.3547,8.2974e+03,0.0992,0.0992,2.9557e+03,2.9557e+03,3.4845e+03,0.0000e+00,0.0000e+00,0.0000e+00
215,5.3531e+04,0.1463,0.5311,5.3531e+04,0.1463,0.5311,1.6792e+04,0.1666,0.1666,4.1107e+03,4.1107e+03,4.3981e+03,0.0000e+00,0.0000e+00,0.0000e+00
216,8.0867e+04,0.1385,0.4349,8.0867e+04,0.1385,0.4349,1.8437e+04,0.0992,0.0992,5.5376e+03,5.5376e+03,6.3056e+03,0.0000e+00,0.0000e+00,0.0000e+00
217,6.5455e+04,0.1730,0.5608,6.5455e+04,0.1730,0.5608,2.7744e+04,0.2377,0.2377,4.2900e+03,4.2900e+03,5.0404e+03,0.0000e+00,0.0000e+00,0.0000e+00
218,5.5941e+04,0.1514,0.4811,5.5941e+04,0.1514,0.4811,1.2228e+04,0.1052,0.1052,3.3210e+03,3.3210e+03,3.8037e+03,0.0000e+00,0.0000e+00,0.0000e+00
219,3.7557e+04,0.3299,0.5311,3.7557e+04,0.3299,0.5311,3.1664e+04,0.4478,0.4478,5.5866e+03,5.5866e+03,6.3832e+03,0.0000e+00,0.0000e+00,0.0000e+00
220,4.7987e+04,0.1294,0.3764,4.7987e+04,0.1294,0.3764,1.4037e+04,0.1101,0.1101,4.7133e+03,4.7133e+03,5.9051e+03,0.0000e+00,0.0000e+00,0.0000e+00
221,5.4604e+04,0.1980,0.5378,5.4604e+04,0.1980,0.5378,1.2033e+04,0.1185,0.1185,2.1517e+03,2.1517e+03,2.2600e+03,0.0000e+00,0.0000e+00,0.0000e+00
222,3.1053e+04,0.1493,0.4314,3.1053e+04,0.1493,0.4314,9.3500e+03,0.1299,0.1299,2.5860e+03,2.5860e+03,3.3174e+03,0.0000e+00,0.0000e+00,0.0000e+00
223,7.0378e+04,0.1919,0.6628,7.0378e+04,0.1919,0.6628,3.7104e+04,0.3494,0.3494,4.3186e+03,4.3186e+03,4.4081e+03,0.0000e+00,0.0000e+00,0.0000e+00
224,7.0219e+04,0.1330,0.3917,7.0219e+04,0.1330,0.3917,1.5455e+04,0.0862,0.0862,4.9895e+03,4.9895e+03,5.4773e+03,0.0000e+00,0.0000e+00,0.0000e+00
225,5.1420e+04,0.1572,0.5387,5.1420e+04,0.1572,0.5387,1.6556e+04,0.1735,0.1735,3.4424e+03,3.4424e+03,4.0721e+03,0.0000e+00,0.0000e+00,0.0000e+00
226,4.1344e+04,0.1180,0.3551,4.1344e+04,0.1180,0.3551,9.6446e+03,0.0828,0.0828,3.4230e+03,3.4230e+03,3.7621e+03,0.0000e+00,0.0000e+00,0.0000e+00
227,2.2914e+04,0.2462,0.4155,2.2914e+04,0.2462,0.4155,1.6804e+04,0.3047,0.3047,5.1978e+03,5.1978e+03,5.7195e+03,0.0000e+00,0.0000e+00,0.0000e+00
228,4.7437e+04,0.1514,0.4027,4.7437e+04,0.1514,0.4027,1.6556e+04,0.1406,0.1406,5.1879e+03,5.1879e+03,6.4554e+03,0.0000e+00,0.0000e+00,0.0000e+00
229,6.0524e+04,0.1871,0.6107,6.0524e+04,0.1871,0.6107,1.7641e+04,0.1780,0.1780,2.6245e+03,2.6245e+03,2.8056e+03,0.0000e+00,0.0000e+00,0.0000e+00
230,4.4990e+04,0.1250,0.3575,4.4990e+04,0.1250,0.3575,8.9193e+03,0.0709,0.0709,3.0313e+03,3.0313e+03,3.4706e+03,0.0000e+00,0.0000e+00,0.0000e+00
231,1.1227e+05,0.1671,0.4886,1.1227e+05,0.1671,0.4886,2.7273e+04,0.1187,0.1187,5.7486e+03,5.7486e+03,7.1770e+03,0.0000e+00,0.0000e+00,0.0000e+00
232,8.1856e+04,0.1341,0.4210,8.1856e+04,0.1341,0.4210,2.1673e+04,0.1115,0.1115,6.2859e+03,6.2859e+03,7.4815e+03,0.0000e+00,0.0000e+00,0.0000e+00
233,2.8817e+04,0.2341,0.6329,2.8817e+04,0.2341,0.6329,1.6980e+04,0.3729,0.3729,3.3151e+03,3.3151e+03,3.6203e+03,0.0000e+00,0.0000e+00,0.0000e+00
234,7.4384e+04,0.1558,0.3998,7.4384e+04,0.1558,0.3998,1.1643e+04,0.0626,0.0626,3.6599e+03,3.6599e+03,4.3770e+03,0.0000e+00,0.0000e+00,0.0000e+00
235,3.5603e+04,0.2072,0.5773,3.5603e+04,0.2072,0.5773,1.9025e+04,0.3085,0.3085,4.3928e+03,4.3928e+03,4.6208e+03,0.0000e+00,0.0000e+00,0.0000e+00
236,2.1727e+04,0.1477,0.2997,2.1727e+04,0.1477,0.2997,1.1094e+04,0.1530,0.1530,4.2108e+03,4.2108e+03,4.6414e+03,0.0000e+00,0.0000e+00,0.0000e+00
237,5.8911e+04,0.1761,0.4901,5.8911e+04,0.1761,0.4901,1.0677e+04,0.0888,0.0888,2.6858e+03,2.6858e+03,3.2708e+03,0.0000e+00,0.0000e+00,0.0000e+00
238,7.8807e+04,0.2160,0.3681,7.8807e+04,0.2160,0.3681,7.4379e+03,0.0347,0.0347,2.6466e+03,2.6466e+03,3.3235e+03,0.0000e+00,0.0000e+00,0.0000e+00
