,E1,v12,v13,E2,v21,v23,E3,v31,v32,G23,G31,G12,CTE_1,CTE_2,CTE_3
239,4.7018e+04,0.1408,0.4944,4.7018e+04,0.1408,0.4944,1.5306e+04,0.1610,0.1610,3.9650e+03,3.9650e+03,4.1957e+03,0.0000e+00,0.0000e+00,0.0000e+00
240,3.8752e+04,0.1477,0.3913,3.8752e+04,0.1477,0.3913,1.5874e+04,0.1603,0.1603,5.2532e+03,5.2532e+03,6.0180e+03,0.0000e+00,0.0000e+00,0.0000e+00
241,9.2807e+04,0.1740,0.5132,9.2807e+04,0.1740,0.5132,2.6601e+04,0.1471,0.1471,4.0518e+03,4.0518e+03,5.0374e+03,0.0000e+00,0.0000e+00,0.0000e+00
242,4.1307e+04,0.1441,0.4589,4.1307e+04,0.1441,0.4589,1.2603e+04,0.1400,0.1400,3.6726e+03,3.6726e+03,4.1210e+03,0.0000e+00,0.0000e+00,0.0000e+00
243,1.1706e+05,0.1958,0.6041,1.1706e+05,0.1958,0.6041,5.6392e+04,0.2910,0.2910,6.7332e+03,6.7332e+03,7.6862e+03,0.0000e+00,0.0000e+00,0.0000e+00
244,6.8903e+04,0.1283,0.3734,6.8903e+04,0.1283,0.3734,1.5427e+04,0.0836,0.0836,5.2133e+03,5.2133e+03,6.2898e+03,0.0000e+00,0.0000e+00,0.0000e+00
245,1.9458e+04,0.1795,0.5290,1.9458e+04,0.1795,0.5290,9.6385e+03,0.2620,0.2620,2.4124e+03,2.4124e+03,2.7150e+03,0.0000e+00,0.0000e+00,0.0000e+00
246,4.7618e+04,0.1585,0.4397,4.7618e+04,0.1585,0.4397,8.4098e+03,0.0777,0.0777,2.4199e+03,2.4199e+03,2.5439e+03,0.0000e+00,0.0000e+00,0.0000e+00
247,3.8520e+04,0.2473,0.5792,3.8520e+04,0.2473,0.5792,2.2908e+04,0.3444,0.3444,4.5961e+03,4.5961e+03,5.0801e+03,0.0000e+00,0.0000e+00,0.0000e+00
248,6.7323e+04,0.1170,0.3182,6.7323e+04,0.1170,0.3182,1.9042e+04,0.0900,0.0900,6.5949e+03,6.5949e+03,8.6202e+03,0.0000e+00,0.0000e+00,0.0000e+00
249,7.5232e+04,0.1748,0.5289,7.5232e+04,0.1748,0.5289,1.5639e+04,0.1100,0.1100,3.5053e+03,3.5053e+03,3.8800e+03,0.0000e+00,0.0000e+00,0.0000e+00
250,2.2453e+04,0.1502,0.3474,2.2453e+04,0.1502,0.3474,1.0006e+04,0.1548,0.1548,3.3789e+03,3.3789e+03,4.1544e+03,0.0000e+00,0.0000e+00,0.0000e+00
251,5.5301e+04,0.1673,0.5852,5.5301e+04,0.1673,0.5852,2.1661e+04,0.2292,0.2292,4.6246e+03,4.6246e+03,4.9236e+03,0.0000e+00,0.0000e+00,0.0000e+00
252,5.4441e+04,0.1409,0.4853,5.4441e+04,0.1409,0.4853,1.3351e+04,0.1190,0.1190,3.5447e+03,3.5447e+03,3.7613e+03,0.0000e+00,0.0000e+00,0.0000e+00
253,4.0822e+04,0.2127,0.6831,4.0822e+04,0.2127,0.6831,2.3328e+04,0.3904,0.3904,2.2901e+03,2.2901e+03,2.3571e+03,0.0000e+00,0.0000e+00,0.0000e+00
254,6.5933e+04,0.1929,0.4419,6.5933e+04,0.1929,0.4419,9.6881e+03,0.0649,0.0649,2.4510e+03,2.4510e+03,3.0913e+03,0.0000e+00,0.0000e+00,0.0000e+00
255,3.0893e+04,0.2951,0.6345,3.0893e+04,0.2951,0.6345,2.2330e+04,0.4587,0.4587,3.8109e+03,3.8109e+03,3.8749e+03,0.0000e+00,0.0000e+00,0.0000e+00
256,3.4181e+04,0.1254,0.3799,3.4181e+04,0.1254,0.3799,1.2874e+04,0.1431,0.1431,4.3270e+03,4.3270e+03,4.6571e+03,0.0000e+00,0.0000e+00,0.0000e+00
257,7.9661e+04,0.1897,0.5585,7.9661e+04,0.1897,0.5585,1.7981e+04,0.1261,0.1261,3.2506e+03,3.2506e+03,3.6049e+03,0.0000e+00,0.0000e+00,0.0000e+00
258,1.5287e+04,0.1698,0.3108,1.5287e+04,0.1698,0.3108,9.0459e+03,0.1839,0.1839,3.2977e+03,3.2977e+03,3.5680e+03,0.0000e+00,0.0000e+00,0.0000e+00
259,6.9377e+04,0.1638,0.5136,6.9377e+04,0.1638,0.5136,2.3924e+04,0.1771,0.1771,5.8608e+03,5.8608e+03,6.9823e+03,0.0000e+00,0.0000e+00,0.0000e+00
260,9.4954e+04,0.1414,0.3901,9.4954e+04,0.1414,0.3901,1.8854e+04,0.0775,0.0775,5.4342e+03,5.4342e+03,7.1313e+03,0.0000e+00,0.0000e+00,0.0000e+00
261,3.5540e+04,0.1827,0.6265,3.5540e+04,0.1827,0.6265,1.5774e+04,0.2781,0.2781,2.5937e+03,2.5937e+03,2.7644e+03,0.0000e+00,0.0000e+00,0.0000e+00
262,6.6747e+04,0.1814,0.4040,6.6747e+04,0.1814,0.4040,8.5392e+03,0.0517,0.0517,2.8061e+03,2.8061e+03,3.1310e+03,0.0000e+00,0.0000e+00,0.0000e+00
263,6.5001e+04,0.1583,0.5192,6.5001e+04,0.1583,0.5192,2.3317e+04,0.1862,0.1862,5.2314e+03,5.2314e+03,6.3335e+03,0.0000e+00,0.0000e+00,0.0000e+00
264,3.8790e+04,0.1771,0.4281,3.8790e+04,0.1771,0.4281,1.8197e+04,0.2008,0.2008,5.6854e+03,5.6854e+03,6.5553e+03,0.0000e+00,0.0000e+00,0.0000e+00
265,5.0871e+04,0.1832,0.6835,5.0871e+04,0.1832,0.6835,2.4440e+04,0.3284,0.3284,3.2287e+03,3.2287e+03,3.2570e+03,0.0000e+00,0.0000e+00,0.0000e+00
266,4.4614e+04,0.1379,0.4102,4.4614e+04,0.1379,0.4102,1.1508e+04,0.1058,0.1058,3.5862e+03,3.5862e+03,4.2852e+03,0.0000e+00,0.0000e+00,0.0000e+00
267,6.7425e+04,0.1641,0.6116,6.7425e+04,0.1641,0.6116,2.6087e+04,0.2366,0.2366,4.7319e+03,4.7319e+03,4.7699e+03,0.0000e+00,0.0000e+00,0.0000e+00
268,5.7479e+04,0.1205,0.3456,5.7479e+04,0.1205,0.3456,1.2381e+04,0.0745,0.0745,4.4449e+03,4.4449e+03,5.0981e+03,0.0000e+00,0.0000e+00,0.0000e+00
269,2.3773e+04,0.1526,0.4266,2.3773e+04,0.1526,0.4266,1.0018e+04,0.1798,0.1798,2.5473e+03,2.5473e+03,3.0040e+03,0.0000e+00,0.0000e+00,0.0000e+00
270,5.1003e+04,0.1386,0.3243,5.1003e+04,0.1386,0.3243,7.7147e+03,0.0491,0.0491,2.7951e+03,2.7951e+03,3.4210e+03,0.0000e+00,0.0000e+00,0.0000e+00
271,6.8601e+04,0.1565,0.5068,6.8601e+04,0.1565,0.5068,1.5478e+04,0.1143,0.1143,3.9197e+03,3.9197e+03,4.4943e+03,0.0000e+00,0.0000e+00,0.0000e+00
272,6.9536e+04,0.1277,0.3990,6.9536e+04,0.1277,0.3990,1.6766e+04,0.0962,0.0962,5.3329e+03,5.3329e+03,6.0556e+03,0.0000e+00,0.0000e+00,0.0000e+00
273,4.4594e+04,0.1925,0.5454,4.4594e+04,0.1925,0.5454,1.9474e+04,0.2382,0.2382,3.8394e+03,3.8394e+03,4.5614e+03,0.0000e+00,0.0000e+00,0.0000e+00
274,7.7104e+04,0.1501,0.4315,7.7104e+04,0.1501,0.4315,1.4197e+04,0.0795,0.0795,4.0568e+03,4.0568e+03,4.6840e+03,0.0000e+00,0.0000e+00,0.0000e+00
275,7.4170e+04,0.2331,0.5536,7.4170e+04,0.2331,0.5536,4.3653e+04,0.3258,0.3258,6.8111e+03,6.8111e+03,8.1475e+03,0.0000e+00,0.0000e+00,0.0000e+00
276,3.1652e+04,0.1458,0.3249,3.1652e+04,0.1458,0.3249,1.4695e+04,0.1509,0.1509,5.2872e+03,5.2872e+03,6.4343e+03,0.0000e+00,0.0000e+00,0.0000e+00
277,4.4311e+04,0.1599,0.5570,4.4311e+04,0.1599,0.5570,1.1817e+04,0.1485,0.1485,2.6049e+03,2.6049e+03,2.7429e+03,0.0000e+00,0.0000e+00,0.0000e+00
278,2.0870e+04,0.1360,0.4238,2.0870e+04,0.1360,0.4238,7.5062e+03,0.1524,0.1524,2.3875e+03,2.3875e+03,2.5574e+03,0.0000e+00,0.0000e+00,0.0000e+00
279,7.3579e+04,0.1623,0.5996,7.3579e+04,0.1623,0.5996,2.8749e+04,0.2343,0.2343,4.7971e+03,4.7971e+03,5.3313e+03,0.0000e+00,0.0000e+00,0.0000e+00
280,1.0563e+05,0.1378,0.3555,1.0563e+05,0.1378,0.3555,1.9128e+04,0.0644,0.0644,6.6917e+03,6.6917e+03,8.6166e+03,0.0000e+00,0.0000e+00,0.0000e+00
281,4.2977e+04,0.1442,0.5092,4.2977e+04,0.1442,0.5092,1.3803e+04,0.1636,0.1636,3.4378e+03,3.4378e+03,3.7316e+03,0.0000e+00,0.0000e+00,0.0000e+00
282,6.9859e+04,0.1478,0.3726,6.9859e+04,0.1478,0.3726,1.2096e+04,0.0645,0.0645,3.9000e+03,3.9000e+03,5.1666e+03,0.0000e+00,0.0000e+00,0.0000e+00
283,2.3614e+04,0.2514,0.4823,2.3614e+04,0.2514,0.4823,1.6462e+04,0.3362,0.3362,4.6055e+03,4.6055e+03,4.9750e+03,0.0000e+00,0.0000e+00,0.0000e+00
284,3.3662e+04,0.1525,0.4669,3.3662e+04,0.1525,0.4669,1.2904e+04,0.1790,0.1790,3.7645e+03,3.7645e+03,3.9449e+03,0.0000e+00,0.0000e+00,0.0000e+00
285,7.9496e+04,0.2145,0.6449,7.9496e+04,0.2145,0.6449,3.0990e+04,0.2514,0.2514,2.5958e+03,2.5958e+03,2.8119e+03,0.0000e+00,0.0000e+00,0.0000e+00
286,2.7688e+04,0.1309,0.3979,2.7688e+04,0.1309,0.3979,6.9054e+03,0.0992,0.0992,2.2772e+03,2.2772e+03,2.5884e+03,0.0000e+00,0.0000e+00,0.0000e+00
287,8.8770e+04,0.1638,0.5186,8.8770e+04,0.1638,0.5186,2.5706e+04,0.1502,0.1502,4.8659e+03,4.8659e+03,5.8791e+03,0.0000e+00,0.0000e+00,0.0000e+00
288,9.6753e+04,0.1514,0.4652,9.6753e+04,0.1514,0.4652,2.0751e+04,0.0998,0.0998,5.5679e+03,5.5679e+03,6.5944e+03,0.0000e+00,0.0000e+00,0.0000e+00
289,4.3486e+04,0.1958,0.6995,4.3486e+04,0.1958,0.6995,2.4669e+04,0.3968,0.3968,2.9025e+03,2.9025e+03,3.0691e+03,0.0000e+00,0.0000e+00,0.0000e+00
290,5.9845e+04,0.1450,0.4469,5.9845e+04,0.1450,0.4469,1.2746e+04,0.0952,0.0952,3.8572e+03,3.8572e+03,4.4575e+03,0.0000e+00,0.0000e+00,0.0000e+00
291,2.3786e+04,0.2991,0.5466,2.3786e+04,0.2991,0.5466,1.7546e+04,0.4032,0.4032,4.4780e+03,4.4780e+03,4.6673e+03,0.0000e+00,0.0000e+00,0.0000e+00
292,3.9141e+04,0.1223,0.3495,3.9141e+04,0.1223,0.3495,1.2740e+04,0.1138,0.1138,4.5508e+03,4.5508e+03,4.9401e+03,0.0000e+00,0.0000e+00,0.0000e+00
293,8.1340e+04,0.1889,0.4897,8.1340e+04,0.1889,0.4897,1.3800e+04,0.0831,0.0831,3.1216e+03,3.1216e+03,3.8581e+03,0.0000e+00,0.0000e+00,0.0000e+00
294,5.7800e+04,0.1435,0.4135,5.7800e+04,0.1435,0.4135,1.2842e+04,0.0919,0.0919,3.5872e+03,3.5872e+03,4.6739e+03,0.0000e+00,0.0000e+00,0.0000e+00
295,8.9106e+04,0.1907,0.6614,8.9106e+04,0.1907,0.6614,3.8043e+04,0.2824,0.2824,5.0689e+03,5.0689e+03,5.2885e+03,0.0000e+00,0.0000e+00,0.0000e+00
296,5.9675e+04,0.1155,0.3491,5.9675e+04,0.1155,0.3491,1.7166e+04,0.1004,0.1004,5.7531e+03,5.7531e+03,6.3275e+03,0.0000e+00,0.0000e+00,0.0000e+00
297,3.2227e+04,0.1909,0.5095,3.2227e+04,0.1909,0.5095,1.5602e+04,0.2467,0.2467,3.9560e+03,3.9560e+03,4.5585e+03,0.0000e+00,0.0000e+00,0.0000e+00
298,5.3435e+04,0.1307,0.3453,5.3435e+04,0.1307,0.3453,9.2030e+03,0.0595,0.0595,3.3047e+03,3.3047e+03,3.6398e+03,0.0000e+00,0.0000e+00,0.0000e+00
299,4.5779e+04,0.1728,0.4723,4.5779e+04,0.1728,0.4723,1.9602e+04,0.2022,0.2022,5.4834e+03,5.4834e+03,6.2187e+03,0.0000e+00,0.0000e+00,0.0000e+00
300,2.4235e+04,0.1715,0.3371,2.4235e+04,0.1715,0.3371,1.3946e+04,0.1940,0.1940,4.7241e+03,4.7241e+03,5.6578e+03,0.0000e+00,0.0000e+00,0.0000e+00
301,4.7054e+04,0.1733,0.6016,4.7054e+04,0.1733,0.6016,1.4071e+04,0.1799,0.1799,2.4317e+03,2.4317e+03,2.6329e+03,0.0000e+00,0.0000e+00,0.0000e+00
302,5.5627e+04,0.1848,0.4160,5.5627e+04,0.1848,0.4160,7.4200e+03,0.0555,0.0555,2.2949e+03,2.2949e+03,2.4244e+03,0.0000e+00,0.0000e+00,0.0000e+00
303,5.4032e+04,0.1641,0.5439,5.4032e+04,0.1641,0.5439,2.2517e+04,0.2266,0.2266,4.5595e+03,4.5595e+03,5.1939e+03,0.0000e+00,0.0000e+00,0.0000e+00
304,3.6686e+04,0.1689,0.3080,3.6686e+04,0.1689,0.3080,1.6550e+04,0.1390,0.1390,6.1028e+03,6.1028e+03,7.4760e+03,0.0000e+00,0.0000e+00,0.0000e+00
305,5.7472e+04,0.1506,0.4834,5.7472e+04,0.1506,0.4834,1.2914e+04,0.1086,0.1086,3.3412e+03,3.3412e+03,3.7400e+03,0.0000e+00,0.0000e+00,0.0000e+00
306,4.2510e+04,0.1269,0.3484,4.2510e+04,0.1269,0.3484,1.2562e+04,0.1030,0.1030,4.3933e+03,4.3933e+03,5.5091e+03,0.0000e+00,0.0000e+00,0.0000e+00
307,6.9259e+04,0.1447,0.5226,6.9259e+04,0.1447,0.5226,2.2979e+04,0.1734,0.1734,5.4069e+03,5.4069e+03,5.8415e+03,0.0000e+00,0.0000e+00,0.0000e+00
308,4.2727e+04,0.1377,0.4519,4.2727e+04,0.1377,0.4519,1.3909e+04,0.1471,0.1471,4.2428e+03,4.2428e+03,4.5336e+03,0.0000e+00,0.0000e+00,0.0000e+00
309,1.6907e+04,0.2738,0.5536,1.6907e+04,0.2738,0.5536,1.2083e+04,0.3957,0.3957,2.7455e+03,2.7455e+03,2.9971e+03,0.0000e+00,0.0000e+00,0.0000e+00
310,6.9516e+04,0.1605,0.3378,6.9516e+04,0.1605,0.3378,8.8022e+03,0.0428,0.0428,3.1270e+03,3.1270e+03,4.0365e+03,0.0000e+00,0.0000e+00,0.0000e+00
311,2.9414e+04,0.1843,0.4694,2.9414e+04,0.1843,0.4694,1.4986e+04,0.2392,0.2392,4.1404e+03,4.1404e+03,4.4386e+03,0.0000e+00,0.0000e+00,0.0000e+00
312,5.0810e+04,0.1280,0.4018,5.0810e+04,0.1280,0.4018,1.7153e+04,0.1356,0.1356,5.4694e+03,5.4694e+03,6.0759e+03,0.0000e+00,0.0000e+00,0.0000e+00
313,1.1217e+05,0.1958,0.5466,1.1217e+05,0.1958,0.5466,3.0652e+04,0.1494,0.1494,4.4512e+03,4.4512e+03,5.4982e+03,0.0000e+00,0.0000e+00,0.0000e+00
314,1.9154e+04,0.1654,0.4201,1.9154e+04,0.1654,0.4201,9.5024e+03,0.2084,0.2084,2.9203e+03,2.9203e+03,3.2696e+03,0.0000e+00,0.0000e+00,0.0000e+00
315,8.8395e+04,0.2198,0.6128,8.8395e+04,0.2198,0.6128,4.8435e+04,0.3358,0.3358,5.9093e+03,5.9093e+03,6.6941e+03,0.0000e+00,0.0000e+00,0.0000e+00
316,8.0523e+04,0.1424,0.3753,8.0523e+04,0.1424,0.3753,1.3724e+04,0.0640,0.0640,4.5328e+03,4.5328e+03,5.4908e+03,0.0000e+00,0.0000e+00,0.0000e+00
317,2.7548e+04,0.1590,0.5860,2.7548e+04,0.1590,0.5860,8.7378e+03,0.1859,0.1859,1.8873e+03,1.8873e+03,1.9982e+03,0.0000e+00,0.0000e+00,0.0000e+00
318,8.1132e+04,0.2076,0.3409,8.1132e+04,0.2076,0.3409,8.1775e+03,0.0344,0.0344,2.7592e+03,2.7592e+03,3.6314e+03,0.0000e+00,0.0000e+00,0.0000e+00
319,4.0344e+04,0.1460,0.4911,4.0344e+04,0.1460,0.4911,1.5460e+04,0.1882,0.1882,3.9365e+03,3.9365e+03,4.3616e+03,0.0000e+00,0.0000e+00,0.0000e+00
320,2.1357e+04,0.2141,0.3869,2.1357e+04,0.2141,0.3869,1.2845e+04,0.2327,0.2327,4.3718e+03,4.3718e+03,4.8803e+03,0.0000e+00,0.0000e+00,0.0000e+00
321,6.4958e+04,0.1728,0.5919,6.4958e+04,0.1728,0.5919,2.2602e+04,0.2059,0.2059,3.4286e+03,3.4286e+03,3.8228e+03,0.0000e+00,0.0000e+00,0.0000e+00
322,3.6022e+04,0.1418,0.4781,3.6022e+04,0.1418,0.4781,1.1244e+04,0.1492,0.1492,3.1174e+03,3.1174e+03,3.3565e+03,0.0000e+00,0.0000e+00,0.0000e+00
323,1.0372e+05,0.1919,0.6661,1.0372e+05,0.1919,0.6661,5.5396e+04,0.3558,0.3558,6.0056e+03,6.0056e+03,6.2976e+03,0.0000e+00,0.0000e+00,0.0000e+00
324,8.1737e+04,0.1412,0.3950,8.1737e+04,0.1412,0.3950,1.6241e+04,0.0785,0.0785,5.3175e+03,5.3175e+03,6.7377e+03,0.0000e+00,0.0000e+00,0.0000e+00
325,2.6039e+04,0.1629,0.5619,2.6039e+04,0.1629,0.5619,1.0911e+04,0.2355,0.2355,2.4504e+03,2.4504e+03,2.5462e+03,0.0000e+00,0.0000e+00,0.0000e+00
326,4.9838e+04,0.1377,0.3953,4.9838e+04,0.1377,0.3953,9.7071e+03,0.0770,0.0770,3.0233e+03,3.0233e+03,3.4817e+03,0.0000e+00,0.0000e+00,0.0000e+00
327,2.5207e+04,0.3058,0.4767,2.5207e+04,0.3058,0.4767,1.8858e+04,0.3566,0.3566,4.8931e+03,4.8931e+03,5.6343e+03,0.0000e+00,0.0000e+00,0.0000e+00
328,4.6432e+04,0.1287,0.3102,4.6432e+04,0.1287,0.3102,1.7408e+04,0.1163,0.1163,6.4405e+03,6.4405e+03,7.8371e+03,0.0000e+00,0.0000e+00,0.0000e+00
329,5.9523e+04,0.1545,0.4982,5.9523e+04,0.1545,0.4982,1.4677e+04,0.1228,0.1228,3.6625e+03,3.6625e+03,3.9425e+03,0.0000e+00,0.0000e+00,0.0000e+00
330,2.7756e+04,0.1205,0.3328,2.7756e+04,0.1205,0.3328,1.0297e+04,0.1235,0.1235,3.5965e+03,3.5965e+03,4.1843e+03,0.0000e+00,0.0000e+00,0.0000e+00
331,5.3047e+04,0.1553,0.5550,5.3047e+04,0.1553,0.5550,1.9486e+04,0.2039,0.2039,4.6304e+03,4.6304e+03,4.9306e+03,0.0000e+00,0.0000e+00,0.0000e+00
332,7.2995e+04,0.1462,0.4463,7.2995e+04,0.1462,0.4463,1.5060e+04,0.0921,0.0921,4.2685e+03,4.2685e+03,4.8474e+03,0.0000e+00,0.0000e+00,0.0000e+00
333,5.4190e+04,0.1942,0.6266,5.4190e+04,0.1942,0.6266,2.2062e+04,0.2551,0.2551,2.8279e+03,2.8279e+03,3.2848e+03,0.0000e+00,0.0000e+00,0.0000e+00
334,1.9206e+04,0.1750,0.4122,1.9206e+04,0.1750,0.4122,8.4053e+03,0.1804,0.1804,2.6475e+03,2.6475e+03,3.0888e+03,0.0000e+00,0.0000e+00,0.0000e+00
335,5.0351e+04,0.1795,0.6439,5.0351e+04,0.1795,0.6439,2.3946e+04,0.3063,0.3063,4.0413e+03,4.0413e+03,4.0221e+03,0.0000e+00,0.0000e+00,0.0000e+00
336,7.4717e+04,0.1253,0.3678,7.4717e+04,0.1253,0.3678,1.6210e+04,0.0798,0.0798,5.6140e+03,5.6140e+03,6.4209e+03,0.0000e+00,0.0000e+00,0.0000e+00
337,4.9718e+04,0.1500,0.4613,4.9718e+04,0.1500,0.4613,1.7613e+04,0.1634,0.1634,4.0536e+03,4.0536e+03,5.0406e+03,0.0000e+00,0.0000e+00,0.0000e+00
338,5.7263e+04,0.1249,0.3411,5.7263e+04,0.1249,0.3411,1.0997e+04,0.0655,0.0655,4.0384e+03,4.0384e+03,4.5366e+03,0.0000e+00,0.0000e+00,0.0000e+00
339,4.0941e+04,0.1809,0.4211,4.0941e+04,0.1809,0.4211,2.1115e+04,0.2172,0.2172,6.2472e+03,6.2472e+03,7.4833e+03,0.0000e+00,0.0000e+00,0.0000e+00
340,5.2705e+04,0.1287,0.3894,5.2705e+04,0.1287,0.3894,1.5671e+04,0.1158,0.1158,5.1923e+03,5.1923e+03,6.1514e+03,0.0000e+00,0.0000e+00,0.0000e+00
341,5.6052e+04,0.1756,0.5918,5.6052e+04,0.1756,0.5918,1.4619e+04,0.1544,0.1544,2.6474e+03,2.6474e+03,2.7265e+03,0.0000e+00,0.0000e+00,0.0000e+00
342,3.4550e+04,0.1218,0.3759,3.4550e+04,0.1218,0.3759,8.1243e+03,0.0884,0.0884,2.7138e+03,2.7138e+03,2.9404e+03,0.0000e+00,0.0000e+00,0.0000e+00
343,8.7693e+04,0.1668,0.5526,8.7693e+04,0.1668,0.5526,2.3607e+04,0.1488,0.1488,4.9749e+03,4.9749e+03,5.8922e+03,0.0000e+00,0.0000e+00,0.0000e+00
344,8.8416e+04,0.1336,0.3929,8.8416e+04,0.1336,0.3929,2.5098e+04,0.1115,0.1115,6.8328e+03,6.8328e+03,8.8644e+03,0.0000e+00,0.0000e+00,0.0000e+00
345,2.8278e+04,0.2647,0.6095,2.8278e+04,0.2647,0.6095,1.9072e+04,0.4111,0.4111,3.6564e+03,3.6564e+03,3.8676e+03,0.0000e+00,0.0000e+00,0.0000e+00
346,9.8808e+04,0.1839,0.3924,9.8808e+04,0.1839,0.3924,1.3316e+04,0.0529,0.0529,3.9198e+03,3.9198e+03,4.9799e+03,0.0000e+00,0.0000e+00,0.0000e+00
347,5.5736e+04,0.1899,0.6076,5.5736e+04,0.1899,0.6076,2.5153e+04,0.2742,0.2742,4.9484e+03,4.9484e+03,5.3055e+03,0.0000e+00,0.0000e+00,0.0000e+00
348,2.5777e+04,0.1238,0.3199,2.5777e+04,0.1238,0.3199,1.0292e+04,0.1277,0.1277,3.7745e+03,3.7745e+03,4.2715e+03,0.0000e+00,0.0000e+00,0.0000e+00
349,6.5529e+04,0.1956,0.4943,6.5529e+04,0.1956,0.4943,1.0569e+04,0.0797,0.0797,2.5047e+03,2.5047e+03,2.9419e+03,0.0000e+00,0.0000e+00,0.0000e+00
350,3.0267e+04,0.1296,0.4198,3.0267e+04,0.1296,0.4198,7.3870e+03,0.1024,0.1024,2.2026e+03,2.2026e+03,2.5084e+03,0.0000e+00,0.0000e+00,0.0000e+00
351,9.6517e+04,0.1834,0.5810,9.6517e+04,0.1834,0.5810,3.4682e+04,0.2088,0.2088,4.8965e+03,4.8965e+03,5.7279e+03,0.0000e+00,0.0000e+00,0.0000e+00
352,6.2367e+04,0.1163,0.3405,6.2367e+04,0.1163,0.3405,1.5933e+04,0.0870,0.0870,5.5902e+03,5.5902e+03,6.5672e+03,0.0000e+00,0.0000e+00,0.0000e+00
353,1.4602e+04,0.2373,0.4808,1.4602e+04,0.2373,0.4808,9.0323e+03,0.2974,0.2974,2.6867e+03,2.6867e+03,2.8590e+03,0.0000e+00,0.0000e+00,0.0000e+00
354,8.8139e+04,0.1578,0.3779,8.8139e+04,0.1578,0.3779,1.3210e+04,0.0566,0.0566,4.2058e+03,4.2058e+03,5.2353e+03,0.0000e+00,0.0000e+00,0.0000e+00
355,4.6043e+04,0.1889,0.5504,4.6043e+04,0.1889,0.5504,2.2486e+04,0.2688,0.2688,5.1077e+03,5.1077e+03,5.3943e+03,0.0000e+00,0.0000e+00,0.0000e+00
356,3.0774e+04,0.1759,0.4350,3.0774e+04,0.1759,0.4350,1.5123e+04,0.2138,0.2138,4.5170e+03,4.5170e+03,5.0620e+03,0.0000e+00,0.0000e+00,0.0000e+00
357,9.5279e+04,0.2378,0.6252,9.5279e+04,0.2378,0.6252,4.8368e+04,0.3174,0.3174,3.5378e+03,3.5378e+03,4.0612e+03,0.0000e+00,0.0000e+00,0.0000e+00
358,2.5433e+04,0.1342,0.3215,2.5433e+04,0.1342,0.3215,9.1707e+03,0.1159,0.1159,3.3727e+03,3.3727e+03,4.1793e+03,0.0000e+00,0.0000e+00,0.0000e+00
